Name,Owner,Desc,url,forks,stars,watches,created_at
fsc-discovery-operator,fsc-demo-wim,fsc discovery operator,https://github.com/fsc-demo-wim/fsc-discovery-operator,0,0,2,2021-02-07
ldap-accounts-controller,digitalis-io,Sample code on creating a Kubernetes Operator using kubebuilder,https://github.com/digitalis-io/ldap-accounts-controller,0,2,2,2021-02-10
example-operator,jtang145,,https://github.com/jtang145/example-operator,0,0,1,2021-02-13
flyway-operator,nicolasverle,Simple k8s operator to automate flyway migrations,https://github.com/nicolasverle/flyway-operator,0,0,1,2021-02-16
skydive-operator,oranichu,,https://github.com/oranichu/skydive-operator,0,0,2,2021-02-15
operator-demo,yuanjumao,,https://github.com/yuanjumao/operator-demo,0,0,1,2021-02-22
sample-operator,jmccormick2001,,https://github.com/jmccormick2001/sample-operator,0,0,1,2021-02-10
dex-operator,karavel-io,A Kubernetes Operator for Dex,https://github.com/karavel-io/dex-operator,0,0,4,2021-02-16
varnish-operator,bilalcaliskan,,https://github.com/bilalcaliskan/varnish-operator,0,0,1,2021-02-07
guestbook-operator,adershrp,,https://github.com/adershrp/guestbook-operator,0,0,1,2021-02-03
psi-operator,adrianriobo,Operator to manage psi pipeline executions,https://github.com/adrianriobo/psi-operator,0,0,2,2021-02-15
Prometheus-Operator,georgzerb,,https://github.com/georgzerb/Prometheus-Operator,0,0,0,2021-02-16
etcd-operator,eb-k8s,,https://github.com/eb-k8s/etcd-operator,0,0,1,2021-02-23
test-operator,thertype,,https://github.com/thertype/test-operator,0,0,2,2021-02-20
onprem-operator,Abhishek627,,https://github.com/Abhishek627/onprem-operator,0,0,2,2021-02-25
sample-operator,sahajramta,,https://github.com/sahajramta/sample-operator,1,0,2,2021-03-01
demo-operator,liyongxian,,https://github.com/liyongxian/demo-operator,0,0,2,2021-02-19
secrets-operator,secrets-operator,,https://github.com/secrets-operator/secrets-operator,0,0,2,2021-02-24
visitors-operator,ceperapl,,https://github.com/ceperapl/visitors-operator,0,0,1,2021-02-19
generator-operator,Dedgar,,https://github.com/Dedgar/generator-operator,0,0,1,2021-02-23
secrets-operator,chrismellard,,https://github.com/chrismellard/secrets-operator,0,1,1,2021-02-20
redis-operator,chaunceyt,,https://github.com/chaunceyt/redis-operator,0,0,2,2021-02-22
gramophone-operator,atarazana,,https://github.com/atarazana/gramophone-operator,0,0,2,2021-02-25
sample-operator,snehakpersistent,,https://github.com/snehakpersistent/sample-operator,0,0,1,2021-02-02
onprem-operator,jebinjeb,,https://github.com/jebinjeb/onprem-operator,0,0,2,2021-02-23
cf-operator,maddinenisri,,https://github.com/maddinenisri/cf-operator,0,0,1,2021-02-02
mimik-operator,leandroberetta,,https://github.com/leandroberetta/mimik-operator,0,0,1,2021-02-11
dns-operator,95ulisse,Operator for Kubernetes to manage DNS records as Kubernetes resources,https://github.com/95ulisse/dns-operator,0,1,2,2021-02-02
operator-generated,valentinEmpy,,https://github.com/valentinEmpy/operator-generated,0,1,1,2021-02-10
multiply,dtantsur,Learning kubebuilder: a multiplication operator,https://github.com/dtantsur/multiply,0,0,2,2021-02-05
flux,getporter,Integrate Porter Operator with FluxCD,https://github.com/getporter/flux,0,0,3,2021-02-09
go-memcached-example-operator,rocrisp,,https://github.com/rocrisp/go-memcached-example-operator,0,0,1,2021-03-01
sosreport-operator-cli,andreaskaris,,https://github.com/andreaskaris/sosreport-operator-cli,0,0,1,2021-02-04
go-go-operator-sdk,dfkononov,,https://github.com/dfkononov/go-go-operator-sdk,1,0,0,2021-02-02
apicurio-registry-artifact-operator,dweber019,,https://github.com/dweber019/apicurio-registry-artifact-operator,0,0,2,2021-02-14
isv-must-gather-operator,Jooho,,https://github.com/Jooho/isv-must-gather-operator,0,0,2,2021-02-19
resource-replication-operator,russell,,https://github.com/russell/resource-replication-operator,0,0,2,2021-02-08
scheduled-scaler-operator,tmax-cloud,,https://github.com/tmax-cloud/scheduled-scaler-operator,0,0,3,2021-02-25
mysql-backup-operator,ironashram,An attempt to build a mysql backup operator,https://github.com/ironashram/mysql-backup-operator,0,0,2,2021-02-17
service-quorum-operator,guilhem,,https://github.com/guilhem/service-quorum-operator,0,0,2,2021-02-19
volrep-shim-operator,ShyamsundarR,VolumeReplication Operator shim is a Ceph-RBD specific VolumeReplication kubernetes CRD operator,https://github.com/ShyamsundarR/volrep-shim-operator,0,0,1,2021-02-08
celery-operator-poc,mprzysiezniuk,,https://github.com/mprzysiezniuk/celery-operator-poc,0,0,1,2021-02-10
standby-service-operator,BoLB23,,https://github.com/BoLB23/standby-service-operator,0,0,1,2021-02-10
node-label-operator-deprecated,slintes,,https://github.com/slintes/node-label-operator-deprecated,0,0,2,2021-02-16
kubebuilder-watchlist-operator,rahul799,,https://github.com/rahul799/kubebuilder-watchlist-operator,0,0,2,2021-02-10
tpl2git-operator,StephanHCB,a kubernetes operator written in go,https://github.com/StephanHCB/tpl2git-operator,0,0,2,2021-02-19
terrak8s-operator,HamzaZo,Generate and manage Cloud SQL instances in a Kubernetes native way using,https://github.com/HamzaZo/terrak8s-operator,0,0,2,2021-02-24
bare-metal-sensors-operator,dcritch,an operator for monitoring temperatures of k8s cluster hardware,https://github.com/dcritch/bare-metal-sensors-operator,0,1,2,2021-02-20
nsosdk,mchirico,Simple operator to enforce a Namespace,https://github.com/mchirico/nsosdk,0,0,2,2021-02-28
databaser,slamdev,Operator to manage databases and credentials,https://github.com/slamdev/databaser,0,1,2,2021-02-07
example-operator-k8s-go,alknopfler,,https://github.com/alknopfler/example-operator-k8s-go,0,1,2,2021-02-26
vmware-vsphere-csi-driver-operator-old,bertinatto,,https://github.com/bertinatto/vmware-vsphere-csi-driver-operator-old,0,0,1,2021-02-23
gpuinfo,cormachogan,Another tutorial on govmomi and K8s Operator integration,https://github.com/cormachogan/gpuinfo,0,0,2,2021-02-11
krius,viveksinghggits,Lightweight k8s operator to sync your configmaps and secrets across all namespaces (it's unnecessarily over engineered for educational purpose),https://github.com/viveksinghggits/krius,1,2,2,2021-02-19
vpa-controller,bhiravabhatla,"Operator to create a VPA when a deployment, daemonset or a statefulset is created.",https://github.com/bhiravabhatla/vpa-controller,0,0,1,2021-02-18
cass-operator,k8ssandra,The DataStax Kubernetes Operator for Apache Cassandra,https://github.com/k8ssandra/cass-operator,49,140,9,2021-03-30
emqx-operator,emqx,A Kubernetes Operator for EMQX,https://github.com/emqx/emqx-operator,45,148,12,2021-03-26
percona-postgresql-operator,percona,Percona Operator for PostgreSQL,https://github.com/percona/percona-postgresql-operator,24,143,38,2021-03-04
operator,shipwright-io,An operator to install and configure Shipwright Builds on Kubernetes clusters.,https://github.com/shipwright-io/operator,6,10,5,2021-03-03
node-healthcheck-operator,medik8s,K8s Node Health Check Operator,https://github.com/medik8s/node-healthcheck-operator,9,36,7,2021-03-17
csi-baremetal-operator,dell,,https://github.com/dell/csi-baremetal-operator,13,14,3,2021-03-10
hl-fabric-operator,raftAtGit,Kubernetes operator for Hyperledger Fabric,https://github.com/raftAtGit/hl-fabric-operator,7,33,7,2021-03-02
csi-driver-shared-resource-operator,openshift,Operator for sharing Secrets and ConfigMaps across namespaces,https://github.com/openshift/csi-driver-shared-resource-operator,21,1,15,2021-03-10
rhpam-kogito-operator,kiegroup,,https://github.com/kiegroup/rhpam-kogito-operator,13,1,22,2021-03-11
plex-operator,adambkaplan,Yet another Plex operator for Kubernetes,https://github.com/adambkaplan/plex-operator,3,17,4,2021-03-12
svn-operator,genkami,Subversion ❤ Kubernetes,https://github.com/genkami/svn-operator,4,4,2,2021-03-02
bigtable-autoscaler-operator,ResultadosDigitais,Kubernetes operator to autoscale Google's Cloud Bigtable clusters,https://github.com/ResultadosDigitais/bigtable-autoscaler-operator,2,22,20,2021-03-31
kubepost,orbatschow,The kubepost operator provides full lifecycle management for PostgreSQL objects.,https://github.com/orbatschow/kubepost,5,7,3,2021-03-28
khcheck-external-secrets,Nick-Triller,A Kuberhealthy check for the External Secrets Operator,https://github.com/Nick-Triller/khcheck-external-secrets,3,6,1,2021-03-22
radondb-mysql-kubernetes,radondb,Open Source，High Availability Cluster，based on MySQL,https://github.com/radondb/radondb-mysql-kubernetes,62,273,11,2021-03-09
datafuse-operator,datafuselabs,DataFuse operator manages fuse-query and fuse-store clusters atop Kubernetes using CRDs.,https://github.com/datafuselabs/datafuse-operator,0,13,2,2021-04-01
drwatcher-operator,rflorenc,Self Service Backup enablement based on Velero and Noobaa SDS.,https://github.com/rflorenc/drwatcher-operator,0,11,2,2021-03-11
mcs,feiskyer,Multi-Cluster Service Operator on Azure,https://github.com/feiskyer/mcs,2,3,2,2021-03-14
spoditor,spoditor,A dynamical admission control for Kubernetes to differentiate Pod belonging to a StatefulSet,https://github.com/spoditor/spoditor,2,5,2,2021-03-15
meeting-operator,onmetal,kubernetes operator which deploy and manage jitsi,https://github.com/onmetal/meeting-operator,0,6,3,2021-03-23
dns-operator-aws,giantswarm,DNS Operator for AWS - CAPI/CAPA related operator which manages workload cluster DNS zones and DNS delegation in management cluster,https://github.com/giantswarm/dns-operator-aws,0,5,11,2021-03-16
node-label-operator,openshift-kni,Operator for handling node labels based on their names,https://github.com/openshift-kni/node-label-operator,2,1,7,2021-03-08
keyhub-vault-operator,topicuskeyhub,Manage Kubernetes Secrets with Topicus KeyHub,https://github.com/topicuskeyhub/keyhub-vault-operator,2,1,0,2021-03-22
sap-btp-service-operator-migration,SAP,SAP BTP service operator enables developers to connect Kubernetes clusters to SAP BTP accounts and to consume SAP BTP services within the clusters by using Kubernetes native tools.,https://github.com/SAP/sap-btp-service-operator-migration,2,0,7,2021-03-29
harbor-operator,lijianfeng1993,,https://github.com/lijianfeng1993/harbor-operator,0,2,1,2021-03-16
vault-glue-operator,ibrokethecloud,,https://github.com/ibrokethecloud/vault-glue-operator,1,2,1,2021-03-02
presslabs-mysql-operator,kuberlogic,,https://github.com/kuberlogic/presslabs-mysql-operator,0,2,2,2021-03-23
semaphore-policy,utilitywarehouse,Kubernetes operator to manage calico GlobalNetworkSets based on watching remote clusters' pods,https://github.com/utilitywarehouse/semaphore-policy,1,7,8,2021-03-24
etcd-operator,YunShiTiger,etcd-operator learn,https://github.com/YunShiTiger/etcd-operator,0,0,1,2021-03-02
myoperator,ViviLearns2Code,k8s operator using kubebuilder,https://github.com/ViviLearns2Code/myoperator,0,0,1,2021-03-16
tencent-cloud-operator,Mikedu1988,tencent-cloud-operator,https://github.com/Mikedu1988/tencent-cloud-operator,0,0,2,2021-03-22
operator-redis-demo,ybooks240,redis operator demo,https://github.com/ybooks240/operator-redis-demo,0,0,1,2021-03-07
memchached-operator,K8s-Deep-Dive,,https://github.com/K8s-Deep-Dive/memchached-operator,0,0,1,2021-03-02
hap-operator,zhengkai-cloudian,Kubernetes operator for HAP (Hyperstore Analytics Platform). This operator controls the resources required for the applications running inside the K8S in the runtime.,https://github.com/zhengkai-cloudian/hap-operator,0,0,0,2021-03-20
alarm-operator,tmax-cloud,,https://github.com/tmax-cloud/alarm-operator,0,1,4,2021-03-10
kubernetes-operators,soudrisaivishnu,,https://github.com/soudrisaivishnu/kubernetes-operators,0,0,2,2021-03-26
etcd-operator,win5do,,https://github.com/win5do/etcd-operator,0,0,2,2021-03-29
kafka-operator,FANLIYANG-OPS,,https://github.com/FANLIYANG-OPS/kafka-operator,0,0,1,2021-03-31
memcached-operator,houshengbo,,https://github.com/houshengbo/memcached-operator,0,0,2,2021-03-10
cronjob-operator,ish-xyz,A Cronjob Operator (following kubebuilder tutorial),https://github.com/ish-xyz/cronjob-operator,0,0,1,2021-03-12
memcached-operator,dongmin-jung,,https://github.com/dongmin-jung/memcached-operator,0,0,1,2021-03-25
memcached-operator,nilesh-bhosale,,https://github.com/nilesh-bhosale/memcached-operator,0,0,1,2021-03-09
waf-operator,arthurcgc,,https://github.com/arthurcgc/waf-operator,0,0,2,2021-04-01
memcached-operator,bugg123,,https://github.com/bugg123/memcached-operator,0,0,1,2021-03-03
hello-operator,linusyong,,https://github.com/linusyong/hello-operator,0,0,2,2021-03-24
turbine-operator,yogoloth,,https://github.com/yogoloth/turbine-operator,0,1,2,2021-03-15
vm-operator,gab-satchi,,https://github.com/gab-satchi/vm-operator,1,0,0,2021-03-22
test-operator,barrettzjh,controller of test CRD. a simple website,https://github.com/barrettzjh/test-operator,0,0,2,2021-03-23
taint-operator,yozel,,https://github.com/yozel/taint-operator,0,0,2,2021-03-27
memcached-operator,balasm01,,https://github.com/balasm01/memcached-operator,0,0,1,2021-03-08
mc-operator,srleyva,,https://github.com/srleyva/mc-operator,0,1,2,2021-03-09
luketest-operator,lukexwang,,https://github.com/lukexwang/luketest-operator,0,1,2,2021-03-12
test-operator,anirtek,,https://github.com/anirtek/test-operator,0,0,2,2021-03-16
bhagya-operator,Bhagyashreek8,Custom operator do automate helmchart installs through helmchart CRD,https://github.com/Bhagyashreek8/bhagya-operator,1,0,1,2021-03-30
operator-demo,zhuangzhuang131419,,https://github.com/zhuangzhuang131419/operator-demo,0,0,2,2021-04-01
hello-operator,UrmsOne,,https://github.com/UrmsOne/hello-operator,0,0,1,2021-04-01
mongodbatlas-operator,saurabhbali,,https://github.com/saurabhbali/mongodbatlas-operator,0,0,1,2021-03-05
redis-operator,secisland,test for demo,https://github.com/secisland/redis-operator,0,0,2,2021-03-08
certmanagerdeployment-operator,opdev,Manage Cert-Manager along with Complementary Controllers in your OpenShift Cluster,https://github.com/opdev/certmanagerdeployment-operator,1,0,3,2021-03-03
learn-operator,Fish-pro,It's a operator demo by study,https://github.com/Fish-pro/learn-operator,0,0,2,2021-03-12
suricata-operator,rhdedgar,,https://github.com/rhdedgar/suricata-operator,0,0,2,2021-03-26
etcd-operator,meyskens,,https://github.com/meyskens/etcd-operator,0,0,1,2021-03-26
redis-operator,indiggio,,https://github.com/indiggio/redis-operator,0,0,1,2021-03-25
memcached-operator,mchirico,,https://github.com/mchirico/memcached-operator,0,0,2,2021-03-07
upgrade-operator,giantswarm,Orchestrates the work required to upgrade a workload cluster to a new GiantSwarm release.,https://github.com/giantswarm/upgrade-operator,1,0,5,2021-03-11
kubebuilder-cronjob,linkinghack,Kubernetes Operator example with kubebuilder,https://github.com/linkinghack/kubebuilder-cronjob,0,0,1,2021-03-14
test-operator-webhook,barrettzjh,build test-operator with webhook,https://github.com/barrettzjh/test-operator-webhook,0,0,2,2021-03-25
dns-operator-azure,giantswarm,DNS operator for Giant Swarm CAPZ clusters,https://github.com/giantswarm/dns-operator-azure,1,0,12,2021-03-16
